CalibMatrix.An, 0x0001A1E4,
CalibMatrix.Bn, 0x000007BC,
CalibMatrix.Cn, 0x0013CCC0,
CalibMatrix.Dn, 0xFFFFFCCC,
CalibMatrix.En, 0x000129E4,
CalibMatrix.Fn, 0x0029A360,
CalibMatrix.Divider, 0x00006A40,
