CalibMatrix.An, 0x00012CA0,
CalibMatrix.Bn, 0xFFFFF790,
CalibMatrix.Cn, 0xFFC57048,
CalibMatrix.Dn, 0xFFFFFF10,
CalibMatrix.En, 0x0001A4A0,
CalibMatrix.Fn, 0xFF7E3E58,
CalibMatrix.Divider, 0x0004A60C,
